merchant_id,date,amount,type,type_order,signed_amount,outstanding_balance
115842973,2024-03-01,7.0,repayment,1,-7.0,2098.1699999999983
115842973,2024-03-03,1.0,repayment,1,-1.0,2097.1699999999983
115842973,2024-03-04,92.0,repayment,1,-92.0,2005.1699999999983
115842973,2024-03-05,1001.9,repayment,1,-1001.9,1003.2699999999983
115842973,2024-03-05,228.63,repayment,1,-228.63,774.6399999999983
115842973,2024-03-13,13300.0,drawdown,0,13300.0,14074.639999999998
115842973,2024-03-14,5937.53,repayment,1,-5937.53,8137.109999999998
115842973,2024-03-14,6726.0,repayment,1,-6726.0,1411.1099999999979
115842973,2024-03-14,636.18,repayment,1,-636.18,774.9299999999979
115842973,2024-03-15,13300.0,drawdown,0,13300.0,14074.929999999998
115842973,2024-03-16,477.0,repayment,1,-477.0,13597.929999999998
115842973,2024-03-16,3.63,repayment,1,-3.63,13594.3
115842973,2024-03-16,12819.64,repayment,1,-12819.64,774.6599999999999
115842973,2024-03-21,13300.0,drawdown,0,13300.0,14074.66
115842973,2024-03-22,13300.0,drawdown,0,13300.0,27374.66
115842973,2024-03-22,13300.0,repayment,1,-13300.0,14074.66
115842973,2024-03-23,5056.65,repayment,1,-5056.65,9018.01
115842973,2024-03-23,5056.65,repayment,1,-5056.65,3961.3600000000006
115842973,2024-03-23,9.75,repayment,1,-9.75,3951.6100000000006
115842973,2024-03-24,13300.0,drawdown,0,13300.0,17251.61
115842973,2024-03-24,3177.0,repayment,1,-3177.0,14074.61
115842973,2024-03-25,2.73,repayment,1,-2.73,14071.880000000001
115842973,2024-03-26,3.95,repayment,1,-3.95,14067.93
115842973,2024-03-27,8283.0,repayment,1,-8283.0,5784.93
115842973,2024-03-27,1001.9,repayment,1,-1001.9,4783.030000000001
115842973,2024-03-27,4008.55,repayment,1,-4008.55,774.4800000000005
115842973,2024-04-02,8000.0,drawdown,0,8000.0,8774.48
115842973,2024-04-03,2610.0,drawdown,0,2610.0,11384.48
115842973,2024-04-04,13300.0,drawdown,0,13300.0,24684.48
115842973,2024-04-05,2402.28,repayment,1,-2402.28,22282.2
115842973,2024-04-06,13300.0,drawdown,0,13300.0,35582.2
115842973,2024-04-07,13300.0,drawdown,0,13300.0,48882.2
115842973,2024-04-13,3800.0,drawdown,0,3800.0,52682.2
115842973,2024-04-13,8388.0,repayment,1,-8388.0,44294.2
115842973,2024-04-13,1100.02,repayment,1,-1100.02,43194.18
115842973,2024-04-13,3812.06,repayment,1,-3812.06,39382.12
115842973,2024-04-14,9500.0,drawdown,0,9500.0,48882.12
115842973,2024-04-14,915.9,repayment,1,-915.9,47966.22
115842973,2024-04-14,2880.0,repayment,1,-2880.0,45086.22
115842973,2024-04-14,3.79,repayment,1,-3.79,45082.43
115842973,2024-04-14,0.05,repayment,1,-0.05,45082.38
115842973,2024-04-15,13300.0,drawdown,0,13300.0,58382.38
115842973,2024-04-15,9500.0,repayment,1,-9500.0,48882.38
115842973,2024-04-16,13300.0,drawdown,0,13300.0,62182.38
115842973,2024-04-16,3056.65,repayment,1,-3056.65,59125.729999999996
115842973,2024-04-16,4216.98,repayment,1,-4216.98,54908.75
115842973,2024-04-16,5775.0,repayment,1,-5775.0,49133.75
115842973,2024-04-16,250.95,repayment,1,-250.95,48882.8
115842973,2024-04-17,13300.0,drawdown,0,13300.0,62182.8
115842973,2024-04-17,13300.0,repayment,1,-13300.0,48882.8
115842973,2024-04-18,980.66,repayment,1,-980.66,47902.14
115842973,2024-04-19,1559.04,repayment,1,-1559.04,46343.1
115842973,2024-04-20,13300.0,drawdown,0,13300.0,59643.1
115842973,2024-04-20,10761.0,repayment,1,-10761.0,48882.1
115842973,2024-04-21,8843.0,repayment,1,-8843.0,40039.1
115842973,2024-04-21,2021.92,repayment,1,-2021.92,38017.18
115842973,2024-04-21,2053.8,repayment,1,-2053.8,35963.38
115842973,2024-04-21,381.42,repayment,1,-381.42,35581.96
115842973,2024-04-23,13300.0,drawdown,0,13300.0,48881.96
115842973,2024-04-24,1601.99,repayment,1,-1601.99,47279.97
115842973,2024-04-24,2003.8,repayment,1,-2003.8,45276.17
115842973,2024-04-24,100.95,repayment,1,-100.95,45175.22
115842973,2024-04-24,4.92,repayment,1,-4.92,45170.3
115842973,2024-04-26,13000.0,drawdown,0,13000.0,58170.3
115842973,2024-04-26,2003.8,repayment,1,-2003.8,56166.5
115842973,2024-04-26,1919.0,repayment,1,-1919.0,54247.5
115842973,2024-04-26,5665.55,repayment,1,-5665.55,48581.95
115842973,2024-04-27,9909.5,repayment,1,-9909.5,38672.45
115842973,2024-04-27,3089.0,repayment,1,-3089.0,35583.45
115842973,2024-04-27,1.11,repayment,1,-1.11,35582.34
115842973,2024-05-02,8000.0,repayment,1,-8000.0,27582.339999999997
115842973,2024-05-03,102.71,repayment,1,-102.71,27479.629999999997
115842973,2024-05-04,10384.0,repayment,1,-10384.0,17095.629999999997
115842973,2024-05-04,2916.47,repayment,1,-2916.47,14179.159999999998
115842973,2024-05-05,7355.0,repayment,1,-7355.0,6824.159999999998
115842973,2024-05-06,13296.0,repayment,1,-13296.0,-6471.840000000002
115842973,2024-05-06,4.11,repayment,1,-4.11,-6475.950000000002
115842973,2024-05-07,13300.0,drawdown,0,13300.0,6824.049999999998
115842973,2024-05-14,5500.0,drawdown,0,5500.0,12324.05
115842973,2024-05-15,5500.0,repayment,1,-5500.0,6824.049999999999
115842973,2024-05-20,10800.0,drawdown,0,10800.0,17624.05
115842973,2024-05-21,204.68,repayment,1,-204.68,17419.37
115842973,2024-05-21,10595.0,repayment,1,-10595.0,6824.369999999999
115842973,2024-05-24,10000.0,drawdown,0,10000.0,16824.37
115842973,2024-05-25,18.18,repayment,1,-18.18,16806.19
115842973,2024-05-26,9982.0,repayment,1,-9982.0,6824.189999999999
115842973,2024-05-27,13300.0,drawdown,0,13300.0,20124.19
115842973,2024-05-28,13300.0,drawdown,0,13300.0,33424.19
115842973,2024-05-28,500.0,repayment,1,-500.0,32924.19
115842973,2024-05-28,12791.0,repayment,1,-12791.0,20133.190000000002
115842973,2024-05-28,8.76,repayment,1,-8.76,20124.430000000004
115842973,2024-05-29,12500.0,drawdown,0,12500.0,32624.430000000004
115842973,2024-05-29,11621.85,repayment,1,-11621.85,21002.58
115842973,2024-05-29,400.95,repayment,1,-400.95,20601.63
115842973,2024-05-29,500.47,repayment,1,-500.47,20101.16
115842973,2024-05-29,3.71,repayment,1,-3.71,20097.45
115842973,2024-05-30,6006.65,repayment,1,-6006.65,14090.800000000001
115842973,2024-05-30,0.25,repayment,1,-0.25,14090.550000000001
115842973,2024-05-30,2003.8,repayment,1,-2003.8,12086.750000000002
115842973,2024-05-31,8000.0,drawdown,0,8000.0,20086.75
115842973,2024-05-31,1.0,repayment,1,-1.0,20085.75
115842973,2024-05-31,7.8,repayment,1,-7.8,20077.95
115842973,2024-06-03,2507.0,repayment,1,-2507.0,17570.95
115842973,2024-06-06,13300.0,drawdown,0,13300.0,30870.95
115842973,2024-06-13,12000.0,drawdown,0,12000.0,42870.95
115842973,2024-06-14,73.78,repayment,1,-73.78,42797.17
115842973,2024-06-15,11680.0,drawdown,0,11680.0,54477.17
115842973,2024-06-15,10310.11,repayment,1,-10310.11,44167.06
115842973,2024-06-16,1616.0,repayment,1,-1616.0,42551.06
115842973,2024-06-18,11.86,repayment,1,-11.86,42539.2
115842973,2024-06-18,10009.5,repayment,1,-10009.5,32529.699999999997
115842973,2024-06-19,13300.0,drawdown,0,13300.0,45829.7
115842973,2024-06-19,1659.0,repayment,1,-1659.0,44170.7
115842973,2024-06-20,13300.0,drawdown,0,13300.0,57470.7
115842973,2024-06-20,12585.75,repayment,1,-12585.75,44884.95
115842973,2024-06-20,714.0,repayment,1,-714.0,44170.95
115842973,2024-06-21,10.24,repayment,1,-10.24,44160.71
115842973,2024-06-22,10400.0,drawdown,0,10400.0,54560.71
115842973,2024-06-22,2861.0,repayment,1,-2861.0,51699.71
115842973,2024-06-22,10414.89,repayment,1,-10414.89,41284.82
115842973,2024-06-22,13.67,repayment,1,-13.67,41271.15
115842973,2024-06-23,9899.0,repayment,1,-9899.0,31372.15
115842973,2024-06-23,500.95,repayment,1,-500.95,30871.2
115842973,2024-06-25,13300.0,drawdown,0,13300.0,44171.2
115842973,2024-06-26,51.86,repayment,1,-51.86,44119.34
115842973,2024-06-26,2003.8,repayment,1,-2003.8,42115.53999999999
115842973,2024-06-27,2050.0,drawdown,0,2050.0,44165.53999999999
115842973,2024-06-27,10100.0,drawdown,0,10100.0,54265.53999999999
115842973,2024-06-27,2.58,repayment,1,-2.58,54262.95999999999
115842973,2024-06-27,1.15,repayment,1,-1.15,54261.80999999999
115842973,2024-06-27,11241.0,repayment,1,-11241.0,43020.80999999999
115842973,2024-06-28,6394.0,repayment,1,-6394.0,36626.80999999999
115842973,2024-06-28,300.95,repayment,1,-300.95,36325.85999999999
115842973,2024-06-28,2003.8,repayment,1,-2003.8,34322.05999999999
115842973,2024-06-28,356.15,repayment,1,-356.15,33965.90999999999
115842973,2024-06-28,3005.7,repayment,1,-3005.7,30960.20999999999
115842973,2024-06-28,89.73,repayment,1,-89.73,30870.47999999999
115842973,2024-06-29,13300.0,drawdown,0,13300.0,44170.47999999999
115842973,2024-06-30,2501.87,repayment,1,-2501.87,41668.609999999986
115842973,2024-06-30,10792.0,repayment,1,-10792.0,30876.609999999986
115842973,2024-06-30,5.61,repayment,1,-5.61,30870.999999999985
115842973,2024-07-04,13300.0,drawdown,0,13300.0,44170.999999999985
115842973,2024-07-06,2000.0,drawdown,0,2000.0,46170.999999999985
115842973,2024-07-06,0.24,repayment,1,-0.24,46170.75999999999
115842973,2024-07-06,13300.0,repayment,1,-13300.0,32870.75999999999
115842973,2024-07-07,10800.0,drawdown,0,10800.0,43670.75999999999
115842973,2024-07-13,10800.0,drawdown,0,10800.0,54470.75999999999
115842973,2024-07-14,10800.0,drawdown,0,10800.0,65270.75999999999
115842973,2024-07-16,4476.0,drawdown,0,4476.0,69746.75999999998
115842973,2024-07-16,8480.0,drawdown,0,8480.0,78226.75999999998
115842973,2024-07-20,8200.0,drawdown,0,8200.0,86426.75999999998
115842973,2024-08-02,8000.0,drawdown,0,8000.0,94426.75999999998
115842973,2024-08-04,13300.0,drawdown,0,13300.0,107726.75999999998
115842973,2024-08-04,13300.0,repayment,1,-13300.0,94426.75999999998
115842973,2024-08-06,235.49,repayment,1,-235.49,94191.26999999997
115842973,2024-08-07,10800.0,drawdown,0,10800.0,104991.26999999997
115842973,2024-09-02,8000.0,drawdown,0,8000.0,112991.26999999997
115842973,2024-09-02,8000.0,repayment,1,-8000.0,104991.26999999997
115842973,2024-09-04,13300.0,drawdown,0,13300.0,118291.26999999997
115842973,2024-09-04,13300.0,repayment,1,-13300.0,104991.26999999997
115842973,2024-09-06,1764.0,repayment,1,-1764.0,103227.26999999997
115842973,2024-09-07,6600.0,drawdown,0,6600.0,109827.26999999997
115842973,2024-10-02,8000.0,drawdown,0,8000.0,117827.26999999997
115842973,2024-10-02,8000.0,repayment,1,-8000.0,109827.26999999997
115842973,2024-10-04,13300.0,drawdown,0,13300.0,123127.26999999997
115842973,2024-10-04,12296.0,repayment,1,-12296.0,110831.26999999997
115842973,2024-10-04,1004.06,repayment,1,-1004.06,109827.20999999998
115842973,2024-10-05,5500.0,drawdown,0,5500.0,115327.20999999998
115842973,2024-11-02,2.92,repayment,1,-2.92,115324.28999999998
115842973,2024-11-04,10000.0,drawdown,0,10000.0,125324.28999999998
115842973,2024-11-04,3297.0,repayment,1,-3297.0,122027.28999999998
115842973,2024-11-04,102.72,repayment,1,-102.72,121924.56999999998
115842973,2024-11-04,9900.0,repayment,1,-9900.0,112024.56999999998
115842973,2024-11-05,5500.0,drawdown,0,5500.0,117524.56999999998
115842973,2024-11-05,5500.0,repayment,1,-5500.0,112024.56999999998
115842973,2024-11-06,12000.0,drawdown,0,12000.0,124024.56999999998
115842973,2024-12-04,13300.0,drawdown,0,13300.0,137324.56999999998
115842973,2024-12-04,10000.0,repayment,1,-10000.0,127324.56999999998
115842973,2024-12-05,6.95,repayment,1,-6.95,127317.61999999998
115842973,2024-12-05,5493.0,repayment,1,-5493.0,121824.61999999998
115842973,2024-12-06,12000.0,repayment,1,-12000.0,109824.61999999998
115842973,2024-12-07,10000.0,drawdown,0,10000.0,119824.61999999998
116029714,2023-01-12,15000.0,drawdown,0,15000.0,15000.0
116029714,2023-01-12,10036.77,repayment,1,-10036.77,4963.23
116029714,2023-01-12,4963.0,repayment,1,-4963.0,0.22999999999956344
116029714,2023-02-12,15000.0,drawdown,0,15000.0,15000.23
116029714,2023-02-12,9608.0,repayment,1,-9608.0,5392.23
116029714,2023-02-12,5391.6,repayment,1,-5391.6,0.6299999999991996
116029714,2023-03-12,12124.0,drawdown,0,12124.0,12124.63
116029714,2023-03-12,2870.0,drawdown,0,2870.0,14994.63
116029714,2023-03-12,2876.0,repayment,1,-2876.0,12118.63
116029714,2023-03-12,12124.55,repayment,1,-12124.55,-5.920000000000073
116029714,2023-04-11,100.0,repayment,1,-100.0,-105.92000000000007
116029714,2023-04-12,15000.0,drawdown,0,15000.0,14894.08
116029714,2023-04-12,3078.0,repayment,1,-3078.0,11816.08
116029714,2023-04-12,8198.17,repayment,1,-8198.17,3617.91
116029714,2023-04-12,3717.6,repayment,1,-3717.6,-99.69000000000005
116029714,2023-05-12,15000.0,drawdown,0,15000.0,14900.31
116029714,2023-05-12,6389.64,repayment,1,-6389.64,8510.669999999998
116029714,2023-05-12,8610.0,repayment,1,-8610.0,-99.33000000000175
116029714,2023-06-10,14504.0,drawdown,0,14504.0,14404.669999999998
116029714,2023-06-12,18000.0,drawdown,0,18000.0,32404.67
116029714,2023-06-12,15000.0,repayment,1,-15000.0,17404.67
116029714,2023-07-10,716.0,repayment,1,-716.0,16688.67
116029714,2023-07-10,13567.91,repayment,1,-13567.91,3120.7599999999984
116029714,2023-07-10,715.95,repayment,1,-715.95,2404.8099999999986
116029714,2023-07-12,18000.0,drawdown,0,18000.0,20404.809999999998
116029714,2023-07-12,18000.0,repayment,1,-18000.0,2404.8099999999977
116029714,2023-08-12,17999.0,drawdown,0,17999.0,20403.809999999998
116029714,2023-08-12,1.0,repayment,1,-1.0,20402.809999999998
116029714,2023-08-12,9058.84,repayment,1,-9058.84,11343.969999999998
116029714,2023-08-12,8941.04,repayment,1,-8941.04,2402.9299999999967
116029714,2023-09-12,11811.0,drawdown,0,11811.0,14213.929999999997
116029714,2023-09-12,11809.01,repayment,1,-11809.01,2404.9199999999964
116029714,2023-10-12,18000.0,drawdown,0,18000.0,20404.92
116029714,2023-10-12,8007.21,repayment,1,-8007.21,12397.71
116029714,2023-10-12,9993.0,repayment,1,-9993.0,2404.709999999999
116029714,2023-10-12,9992.78,repayment,1,-9992.78,-7588.0700000000015
116029714,2023-10-13,14999.74,repayment,1,-14999.74,-22587.81
116029714,2023-10-14,15000.0,drawdown,0,15000.0,-7587.810000000001
116029714,2023-10-15,10796.0,drawdown,0,10796.0,3208.1899999999987
116029714,2023-10-15,71.43,repayment,1,-71.43,3136.759999999999
116029714,2023-10-15,10796.02,repayment,1,-10796.02,-7659.260000000002
116029714,2023-10-15,4133.0,repayment,1,-4133.0,-11792.260000000002
116029714,2023-10-16,4200.0,drawdown,0,4200.0,-7592.260000000002
116029714,2023-10-16,8827.0,drawdown,0,8827.0,1234.739999999998
116029714,2023-10-16,11830.38,repayment,1,-11830.38,-10595.640000000001
116029714,2023-10-16,8823.0,repayment,1,-8823.0,-19418.64
116029714,2023-10-16,10796.0,repayment,1,-10796.0,-30214.64
116029714,2023-10-17,10796.0,drawdown,0,10796.0,-19418.64
116029714,2023-10-17,4204.0,drawdown,0,4204.0,-15214.64
116029714,2023-10-17,4204.0,repayment,1,-4204.0,-19418.64
116029714,2023-10-18,10190.0,drawdown,0,10190.0,-9228.64
116029714,2023-10-18,1641.0,drawdown,0,1641.0,-7587.639999999999
116029714,2023-10-18,15000.0,drawdown,0,15000.0,7412.360000000001
116029714,2023-10-18,1641.0,repayment,1,-1641.0,5771.360000000001
116029714,2023-10-18,3759.2,repayment,1,-3759.2,2012.1600000000008
116029714,2023-10-18,9600.0,repayment,1,-9600.0,-7587.839999999999
116029714,2023-10-19,15000.0,drawdown,0,15000.0,7412.160000000001
116029714,2023-10-19,27.59,repayment,1,-27.59,7384.570000000001
116029714,2023-10-19,14973.0,repayment,1,-14973.0,-7588.429999999999
116029714,2023-10-20,2549.75,repayment,1,-2549.75,-10138.18
116029714,2023-10-20,1166.0,repayment,1,-1166.0,-11304.18
116029714,2023-10-20,5088.73,repayment,1,-5088.73,-16392.91
116029714,2023-10-21,3845.95,repayment,1,-3845.95,-20238.86
116029714,2023-10-21,2349.0,repayment,1,-2349.0,-22587.86
116029714,2023-10-23,15000.0,drawdown,0,15000.0,-7587.860000000001
116029714,2023-10-24,1154.0,repayment,1,-1154.0,-8741.86
116029714,2023-10-24,13846.85,repayment,1,-13846.85,-22588.71
116029714,2023-11-10,15000.0,drawdown,0,15000.0,-7588.709999999999
116029714,2023-11-12,18000.0,drawdown,0,18000.0,10411.29
116029714,2023-11-12,698.13,repayment,1,-698.13,9713.160000000002
116029714,2023-11-12,7308.87,repayment,1,-7308.87,2404.290000000002
116029714,2023-11-21,15000.0,drawdown,0,15000.0,17404.29
116029714,2023-11-22,15000.0,drawdown,0,15000.0,32404.29
116029714,2023-11-22,12515.89,repayment,1,-12515.89,19888.4
116029714,2023-11-22,2484.0,repayment,1,-2484.0,17404.4
116029714,2023-11-23,6400.0,repayment,1,-6400.0,11004.400000000001
116029714,2023-11-23,2734.4,repayment,1,-2734.4,8270.000000000002
116029714,2023-11-23,2004.8,repayment,1,-2004.8,6265.200000000002
116029714,2023-11-24,6000.0,drawdown,0,6000.0,12265.2
116029714,2023-11-24,4000.0,drawdown,0,4000.0,16265.2
116029714,2023-11-24,5000.0,drawdown,0,5000.0,21265.2
116029714,2023-11-24,3861.0,repayment,1,-3861.0,17404.2
116029714,2023-11-25,15000.0,drawdown,0,15000.0,32404.2
116029714,2023-11-25,486.0,repayment,1,-486.0,31918.2
116029714,2023-11-25,1489.8,repayment,1,-1489.8,30428.4
116029714,2023-11-25,13024.0,repayment,1,-13024.0,17404.4
116029714,2023-11-26,3092.8,repayment,1,-3092.8,14311.600000000002
116029714,2023-11-26,297.9,repayment,1,-297.9,14013.700000000003
116029714,2023-11-26,11099.0,repayment,1,-11099.0,2914.7000000000025
116029714,2023-11-26,510.95,repayment,1,-510.95,2403.7500000000027
116029714,2023-11-27,15000.0,drawdown,0,15000.0,17403.750000000004
116029714,2023-11-28,15000.0,drawdown,0,15000.0,32403.750000000004
116029714,2023-11-28,15000.0,repayment,1,-15000.0,17403.750000000004
116029714,2023-11-29,15000.0,drawdown,0,15000.0,32403.750000000004
116029714,2023-11-29,15000.0,repayment,1,-15000.0,17403.750000000004
116029714,2023-11-30,7490.0,drawdown,0,7490.0,24893.750000000004
116029714,2023-11-30,7510.0,drawdown,0,7510.0,32403.750000000004
116029714,2023-11-30,7510.0,repayment,1,-7510.0,24893.750000000004
116029714,2023-11-30,7489.88,repayment,1,-7489.88,17403.870000000003
116029714,2023-12-12,6885.24,repayment,1,-6885.24,10518.630000000003
116029714,2023-12-12,10117.0,repayment,1,-10117.0,401.63000000000284
116029714,2023-12-12,998.11,repayment,1,-998.11,-596.4799999999972
116029714,2023-12-13,18000.0,drawdown,0,18000.0,17403.520000000004
116029714,2023-12-14,9998.78,repayment,1,-9998.78,7404.740000000003
116029714,2023-12-14,30.11,repayment,1,-30.11,7374.630000000004
116029714,2023-12-15,382.8,repayment,1,-382.8,6991.830000000004
116029714,2023-12-17,510.0,repayment,1,-510.0,6481.830000000004
116029714,2023-12-17,5054.75,repayment,1,-5054.75,1427.0800000000036
116029714,2023-12-17,2023.8,repayment,1,-2023.8,-596.7199999999964
116029714,2023-12-18,18000.0,drawdown,0,18000.0,17403.280000000002
116029714,2023-12-19,1369.5,repayment,1,-1369.5,16033.780000000002
116029714,2023-12-19,11960.95,repayment,1,-11960.95,4072.8300000000017
116029714,2023-12-20,13300.0,drawdown,0,13300.0,17372.83
116029714,2023-12-20,184.31,repayment,1,-184.31,17188.52
116029714,2023-12-21,1011.9,repayment,1,-1011.9,16176.62
116029714,2023-12-21,305.95,repayment,1,-305.95,15870.67
116029714,2023-12-21,1.0,repayment,1,-1.0,15869.67
116029714,2023-12-22,1500.0,drawdown,0,1500.0,17369.67
116029714,2023-12-22,12645.73,repayment,1,-12645.73,4723.939999999999
116029714,2023-12-23,18000.0,drawdown,0,18000.0,22723.94
116029714,2023-12-23,4319.0,repayment,1,-4319.0,18404.94
116029714,2023-12-23,1001.9,repayment,1,-1001.9,17403.039999999997
116029714,2023-12-24,10341.46,repayment,1,-10341.46,7061.579999999998
116029714,2023-12-24,2237.21,repayment,1,-2237.21,4824.369999999998
116029714,2023-12-24,1502.85,repayment,1,-1502.85,3321.519999999998
116029714,2023-12-25,17.09,repayment,1,-17.09,3304.429999999998
116029714,2023-12-25,900.95,repayment,1,-900.95,2403.4799999999977
116029714,2023-12-26,18000.0,drawdown,0,18000.0,20403.479999999996
116029714,2023-12-26,3000.0,repayment,1,-3000.0,17403.479999999996
116029714,2023-12-26,2999.61,repayment,1,-2999.61,14403.869999999995
116029714,2023-12-27,18000.0,drawdown,0,18000.0,32403.869999999995
116029714,2023-12-27,9641.21,repayment,1,-9641.21,22762.659999999996
116029714,2023-12-27,5359.0,repayment,1,-5359.0,17403.659999999996
116029714,2023-12-28,17479.0,repayment,1,-17479.0,-75.34000000000378
116029714,2023-12-28,520.95,repayment,1,-520.95,-596.2900000000038
116029714,2023-12-30,18000.0,drawdown,0,18000.0,17403.709999999995
116029714,2023-12-31,1828.0,drawdown,0,1828.0,19231.709999999995
116029714,2023-12-31,13395.0,repayment,1,-13395.0,5836.7099999999955
116029714,2023-12-31,826.09,repayment,1,-826.09,5010.619999999995
116029714,2023-12-31,2777.74,repayment,1,-2777.74,2232.8799999999956
116029714,2023-12-31,1001.9,repayment,1,-1001.9,1230.9799999999955
116029714,2024-01-01,18000.0,drawdown,0,18000.0,19230.979999999996
116029714,2024-01-01,1828.0,repayment,1,-1828.0,17402.979999999996
116029714,2024-01-02,500.0,repayment,1,-500.0,16902.979999999996
116029714,2024-01-02,4020.0,repayment,1,-4020.0,12882.979999999996
116029714,2024-01-02,11610.12,repayment,1,-11610.12,1272.8599999999951
116029714,2024-01-03,13800.0,drawdown,0,13800.0,15072.859999999995
116029714,2024-01-03,13300.0,repayment,1,-13300.0,1772.8599999999951
116029714,2024-01-06,4200.0,drawdown,0,4200.0,5972.859999999995
116029714,2024-01-13,18000.0,drawdown,0,18000.0,23972.859999999993
116029714,2024-01-14,13502.0,repayment,1,-13502.0,10470.859999999993
116029714,2024-01-14,441.48,repayment,1,-441.48,10029.379999999994
116029714,2024-01-14,4056.65,repayment,1,-4056.65,5972.729999999994
116029714,2024-01-16,18000.0,drawdown,0,18000.0,23972.729999999996
116029714,2024-01-17,2310.0,repayment,1,-2310.0,21662.729999999996
116029714,2024-01-17,7127.58,repayment,1,-7127.58,14535.149999999996
116029714,2024-01-17,8562.06,repayment,1,-8562.06,5973.0899999999965
116029714,2024-01-18,18000.0,drawdown,0,18000.0,23973.089999999997
116029714,2024-01-19,18000.0,drawdown,0,18000.0,41973.09
116029714,2024-01-19,11581.43,repayment,1,-11581.43,30391.659999999996
116029714,2024-01-19,6419.0,repayment,1,-6419.0,23972.659999999996
116029714,2024-01-20,18000.0,drawdown,0,18000.0,41972.659999999996
116029714,2024-01-20,18000.0,repayment,1,-18000.0,23972.659999999996
116029714,2024-01-21,18000.0,drawdown,0,18000.0,41972.659999999996
116029714,2024-01-21,18000.0,repayment,1,-18000.0,23972.659999999996
116029714,2024-01-22,3274.0,repayment,1,-3274.0,20698.659999999996
116029714,2024-01-22,7716.53,repayment,1,-7716.53,12982.129999999997
116029714,2024-01-22,500.95,repayment,1,-500.95,12481.179999999997
116029714,2024-01-22,601.04,repayment,1,-601.04,11880.139999999996
116029714,2024-01-22,400.95,repayment,1,-400.95,11479.189999999995
116029714,2024-01-22,500.95,repayment,1,-500.95,10978.239999999994
116029714,2024-01-22,1001.9,repayment,1,-1001.9,9976.339999999995
116029714,2024-01-22,4003.01,repayment,1,-4003.01,5973.3299999999945
116029714,2024-01-24,18000.0,drawdown,0,18000.0,23973.329999999994
116029714,2024-01-25,305.7,repayment,1,-305.7,23667.629999999994
116029714,2024-01-25,4006.65,repayment,1,-4006.65,19660.979999999992
116029714,2024-01-25,439.88,repayment,1,-439.88,19221.09999999999
116029714,2024-01-25,2532.0,repayment,1,-2532.0,16689.09999999999
116029714,2024-01-25,9714.25,repayment,1,-9714.25,6974.849999999991
116029714,2024-01-25,1001.9,repayment,1,-1001.9,5972.949999999992
116029714,2024-01-26,18000.0,drawdown,0,18000.0,23972.94999999999
116029714,2024-01-27,498.52,repayment,1,-498.52,23474.42999999999
116029714,2024-01-27,2011.35,repayment,1,-2011.35,21463.07999999999
116029714,2024-01-27,2003.8,repayment,1,-2003.8,19459.27999999999
116029714,2024-01-27,200.19,repayment,1,-200.19,19259.089999999993
116029714,2024-01-27,1201.9,repayment,1,-1201.9,18057.18999999999
116029714,2024-01-27,2600.95,repayment,1,-2600.95,15456.23999999999
116029714,2024-01-27,5273.85,repayment,1,-5273.85,10182.38999999999
116029714,2024-01-28,15.42,repayment,1,-15.42,10166.96999999999
116029714,2024-01-28,4194.0,repayment,1,-4194.0,5972.96999999999
116029714,2024-01-29,18000.0,drawdown,0,18000.0,23972.96999999999
116029714,2024-01-30,4275.0,repayment,1,-4275.0,19697.96999999999
116029714,2024-01-30,13725.08,repayment,1,-13725.08,5972.88999999999
116029714,2024-01-31,18000.0,drawdown,0,18000.0,23972.889999999992
116029714,2024-02-01,18000.0,drawdown,0,18000.0,41972.88999999999
116029714,2024-02-01,18000.0,repayment,1,-18000.0,23972.889999999992
116029714,2024-02-02,18000.0,drawdown,0,18000.0,41972.88999999999
116029714,2024-02-02,2130.0,repayment,1,-2130.0,39842.88999999999
116029714,2024-02-03,13500.0,drawdown,0,13500.0,53342.88999999999
116029714,2024-02-03,3003.8,repayment,1,-3003.8,50339.08999999999
116029714,2024-02-03,824.0,repayment,1,-824.0,49515.08999999999
116029714,2024-02-03,9972.59,repayment,1,-9972.59,39542.499999999985
116029714,2024-02-06,393.95,repayment,1,-393.95,39148.54999999999
116029714,2024-02-06,3791.0,repayment,1,-3791.0,35357.54999999999
116029714,2024-02-06,14.77,repayment,1,-14.77,35342.77999999999
116029714,2024-02-13,5388.0,repayment,1,-5388.0,29954.77999999999
116029714,2024-02-13,1493.75,repayment,1,-1493.75,28461.02999999999
116029714,2024-02-13,11019.95,repayment,1,-11019.95,17441.07999999999
116029714,2024-02-13,98.12,repayment,1,-98.12,17342.959999999992
116029714,2024-02-15,21000.0,drawdown,0,21000.0,38342.95999999999
116029714,2024-02-16,10000.0,drawdown,0,10000.0,48342.95999999999
116029714,2024-02-16,8000.0,drawdown,0,8000.0,56342.95999999999
116029714,2024-02-16,10036.0,repayment,1,-10036.0,46306.95999999999
116029714,2024-02-16,4111.4,repayment,1,-4111.4,42195.55999999999
116029714,2024-02-16,4252.57,repayment,1,-4252.57,37942.98999999999
116029714,2024-02-16,2600.0,repayment,1,-2600.0,35342.98999999999
116029714,2024-02-17,15100.0,drawdown,0,15100.0,50442.98999999999
116029714,2024-02-17,2993.57,repayment,1,-2993.57,47449.41999999999
116029714,2024-02-17,4008.55,repayment,1,-4008.55,43440.86999999999
116029714,2024-02-17,1540.73,repayment,1,-1540.73,41900.139999999985
