merchant_id,drawdown_amount,drawdown_date
132848932.00,2000,21-11-2023
132848932.00,2000,27-11-2023
132848932.00,9000,15-12-2023
132848932.00,5000,19-12-2023
132848932.00,8469,28-12-2023
132848932.00,5100,07-01-2024
132848932.00,9000,15-01-2024
132848932.00,8388,20-01-2024
132848932.00,9000,03-02-2024
132848932.00,9000,06-02-2024
132848932.00,6500,12-02-2024
132848932.00,21600,16-02-2024
132848932.00,21500,21-02-2024
132848932.00,2500,02-03-2024
132848932.00,2500,03-03-2024
132848932.00,2500,09-03-2024
132848932.00,2500,13-03-2024
132848932.00,3000,09-04-2024
132848932.00,3000,10-04-2024
132848932.00,3900,17-04-2024
132848932.00,1459,21-04-2024
132848932.00,3600,29-04-2024
132848932.00,5400,15-05-2024
132848932.00,4800,18-05-2024
132848932.00,4411,19-05-2024
132848932.00,7800,20-05-2024
132848932.00,7800,22-05-2024
132848932.00,814,23-05-2024
132848932.00,4181,24-05-2024
132848932.00,471,25-05-2024
132848932.00,2014,29-05-2024
132848932.00,2568,31-05-2024
132848932.00,11400,08-06-2024
132848932.00,4300,15-06-2024
132848932.00,3200,18-06-2024
132848932.00,4190,23-06-2024
132848932.00,4200,26-06-2024
132848932.00,4190,28-06-2024
132848932.00,14400,30-06-2024
132848932.00,12600,04-07-2024
132848932.00,9500,07-07-2024
132848932.00,1700,10-07-2024
132848932.00,7100,11-07-2024
132848932.00,11300,13-07-2024
117655589.00,3500,10-07-2023
126128229.00,13500,07-07-2023
126128229.00,2000,27-07-2023
126128229.00,8400,31-07-2023
126128229.00,8400,01-08-2023
126128229.00,505,02-08-2023
126128229.00,3482,03-08-2023
126128229.00,3478,04-08-2023
126128229.00,1506,04-08-2023
126128229.00,4150,08-08-2023
126185858.00,17000,08-07-2023
134902105.00,5000,27-04-2024
134902105.00,4800,09-05-2024
137385174.00,1500,27-07-2023
137385174.00,825,02-08-2023
137385174.00,3600,03-08-2023
137385174.00,2300,03-08-2023
109996153.00,1500,05-09-2023
109996153.00,5500,16-09-2023
109996153.00,2005,03-10-2023
109996153.00,3080,04-10-2023
109996153.00,3000,11-10-2023
109996153.00,5047,20-10-2023
109996153.00,500,24-11-2023
109996153.00,9800,05-05-2024
109996153.00,4000,12-05-2024
109996153.00,4000,02-06-2024
147471956.00,100000,14-07-2023
147471956.00,100000,28-07-2023
147471956.00,28143,31-07-2023
147471956.00,99403,02-08-2023
147471956.00,100000,04-08-2023
147471956.00,100000,08-08-2023
147471956.00,50000,11-08-2023
147471956.00,50000,17-08-2023
147471956.00,35000,26-08-2023
147471956.00,27800,29-08-2023
147471956.00,2412,01-09-2023
147471956.00,100000,04-09-2023
147471956.00,100000,05-09-2023
147471956.00,95094,07-09-2023
147471956.00,1295,12-09-2023
147471956.00,880,14-09-2023
147471956.00,16552,15-09-2023
147471956.00,68,18-09-2023
147471956.00,99932,18-09-2023
147471956.00,18202,20-09-2023
147471956.00,13056,21-09-2023
147471956.00,10922,28-09-2023
147471956.00,75,05-10-2023
147471956.00,100000,05-10-2023
147471956.00,79915,07-10-2023
147471956.00,293,10-10-2023
151688243.00,1000,17-07-2023
151688243.00,100000,18-07-2023
151688243.00,100000,20-07-2023
151688243.00,100000,21-07-2023
151688243.00,10000,12-08-2023
151688243.00,1000,13-08-2023
151688243.00,10000,14-08-2023
151688243.00,100000,11-09-2023
151688243.00,100000,12-09-2023
151688243.00,100000,13-09-2023
151688243.00,100000,14-09-2023
151688243.00,9000,23-09-2023
151688243.00,90000,25-09-2023
151688243.00,50000,25-09-2023
151688243.00,100000,03-10-2023
151688243.00,100000,04-10-2023
151688243.00,100000,05-10-2023
151688243.00,60000,06-10-2023
151688243.00,95000,09-10-2023
151688243.00,23500,19-10-2023
151688243.00,100000,23-10-2023
151688243.00,100000,24-11-2023
151688243.00,7500,25-11-2023
151688243.00,2300,25-11-2023
151688243.00,40000,27-11-2023
151688243.00,33000,30-11-2023
151688243.00,100000,04-12-2023
151688243.00,100000,05-12-2023
151688243.00,800,08-12-2023
151688243.00,100,14-12-2023
151688243.00,10800,18-01-2024
151688243.00,10800,26-01-2024
151688243.00,10000,08-02-2024
151688243.00,34000,16-02-2024
151688243.00,28500,16-02-2024
151688243.00,99000,22-02-2024
151688243.00,8900,29-02-2024
151688243.00,5000,01-03-2024
151688243.00,100000,08-03-2024
151688243.00,10000,18-03-2024
151688243.00,2000,19-03-2024
151688243.00,48000,19-03-2024
151688243.00,35300,20-03-2024
151688243.00,100000,22-03-2024
151688243.00,17000,23-03-2024
151688243.00,14000,26-03-2024
151688243.00,37000,27-03-2024
151688243.00,14000,28-03-2024
151688243.00,42800,29-03-2024
151688243.00,4700,30-03-2024
151688243.00,29000,02-04-2024
151688243.00,1000,05-04-2024
151688243.00,38000,23-05-2024
151688243.00,38000,24-05-2024
151688243.00,61900,07-06-2024
151688243.00,100000,08-06-2024
151688243.00,1000,11-06-2024
151688243.00,14000,12-06-2024
151688243.00,50000,13-06-2024
151688243.00,75000,17-06-2024
151688243.00,37000,18-06-2024
151688243.00,500,19-06-2024
151688243.00,20000,25-06-2024
151688243.00,11630,27-06-2024
151688243.00,4000,01-07-2024
151688243.00,75600,04-07-2024
151688243.00,50000,06-07-2024
151688243.00,100000,08-07-2024
151688243.00,100000,09-07-2024
151688243.00,100000,12-07-2024
151688243.00,10400,15-07-2024
151688243.00,100000,17-07-2024
151688243.00,86000,20-07-2024
132731395.00,1500,27-08-2023
132731395.00,1500,02-09-2023
132731395.00,1500,04-09-2023
132731395.00,1500,06-09-2023
132731395.00,1500,07-09-2023
132731395.00,1500,08-09-2023
132731395.00,1500,10-09-2023
132731395.00,1500,11-09-2023
132731395.00,1500,20-09-2023
132731395.00,1500,24-09-2023
132731395.00,1500,25-09-2023
132731395.00,1000,26-09-2023
132731395.00,1500,30-09-2023
132731395.00,1500,02-10-2023
132731395.00,1500,04-10-2023
132731395.00,1500,08-10-2023
132731395.00,1500,13-10-2023
132731395.00,1500,14-10-2023
132731395.00,1500,18-10-2023
132731395.00,1000,05-12-2023
132731395.00,2000,06-12-2023
132731395.00,2000,07-12-2023
132731395.00,2000,11-12-2023
132731395.00,2000,13-12-2023
132731395.00,2000,16-12-2023
132731395.00,2000,20-12-2023
132731395.00,2000,25-12-2023
132731395.00,1990,31-12-2023
132731395.00,2000,01-01-2024
132731395.00,1000,04-01-2024
132731395.00,2000,06-01-2024
132731395.00,2000,26-01-2024
132731395.00,2000,03-02-2024
132731395.00,2000,05-02-2024
132731395.00,2000,12-02-2024
119720920.00,70000,22-07-2023
128645075.00,3000,28-07-2023
128645075.00,3000,31-07-2023
128645075.00,3000,03-08-2023
120908988.00,2006,28-07-2023
120908988.00,6012,28-07-2023
120908988.00,10000,07-08-2023
120908988.00,10000,09-08-2023
120908988.00,10000,10-08-2023
120908988.00,19800,12-08-2023
120908988.00,4024,17-08-2023
120908988.00,18600,19-08-2023
120908988.00,18600,28-08-2023
148326712.00,2500,27-07-2023
148326712.00,10208,07-08-2023
148326712.00,3934,06-09-2023
148326712.00,4767,08-09-2023
148326712.00,14560,11-09-2023
148326712.00,1363,12-09-2023
148326712.00,8148,15-09-2023
148326712.00,1414,20-09-2023
148326712.00,4500,21-09-2023
126793444.00,13600,29-07-2023
122271936.00,30000,31-07-2023
122271936.00,40000,01-08-2023
122271936.00,52800,02-08-2023
122271936.00,52000,04-08-2023
122271936.00,25000,05-08-2023
122271936.00,28200,07-08-2023
122271936.00,28200,08-08-2023
122271936.00,55500,28-08-2023
122271936.00,55500,29-08-2023
122271936.00,55500,30-08-2023
122271936.00,55500,31-08-2023
122271936.00,55500,01-09-2023
122271936.00,37000,02-09-2023
122271936.00,18856,11-09-2023
122271936.00,50633,12-09-2023
122271936.00,50000,14-09-2023
122271936.00,50000,19-09-2023
122271936.00,512,20-09-2023
122271936.00,50000,21-09-2023
122271936.00,55500,25-09-2023
122271936.00,55500,30-09-2023
122271936.00,55500,01-10-2023
122271936.00,51,02-10-2023
122271936.00,55500,03-10-2023
122271936.00,55500,04-10-2023
122271936.00,55000,07-10-2023
122271936.00,18840,10-10-2023
122271936.00,27000,23-10-2023
122271936.00,4000,22-11-2023
122271936.00,7050,22-11-2023
122271936.00,9000,27-11-2023
122271936.00,1000,09-12-2023
136585595.00,2500,29-07-2023
136585595.00,2500,30-07-2023
136585595.00,2500,31-07-2023
127306137.00,2400,01-08-2023
127306137.00,1500,18-10-2023
127306137.00,1500,20-10-2023
127306137.00,1500,29-11-2023
125848612.00,2122,28-07-2023
125848612.00,5400,30-07-2023
125848612.00,5400,01-08-2023
125848612.00,9600,07-08-2023
125848612.00,12000,01-09-2023
125848612.00,11400,12-09-2023
125848612.00,11400,13-09-2023
125848612.00,11400,14-09-2023
125848612.00,11400,15-09-2023
132317349.00,1000,27-07-2023
132317349.00,1500,16-09-2023
132317349.00,1500,04-10-2023
132317349.00,570,17-10-2023
132317349.00,500,17-10-2023
132317349.00,293,22-11-2023
121573319.00,50000,22-07-2023
121573319.00,1500,22-07-2023
121573319.00,24780,27-07-2023
121573319.00,9000,28-07-2023
121573319.00,3000,28-07-2023
121573319.00,9600,30-07-2023
121573319.00,12000,31-07-2023
121573319.00,13800,05-08-2023
121573319.00,1000,11-08-2023
121573319.00,7800,14-08-2023
121573319.00,7800,16-08-2023
121573319.00,7800,18-08-2023
121573319.00,10000,19-08-2023
121573319.00,7000,22-08-2023
121573319.00,5300,24-08-2023
121573319.00,17200,26-08-2023
121573319.00,3300,27-08-2023
121573319.00,17400,30-08-2023
121573319.00,7681,01-09-2023
121573319.00,13500,04-09-2023
121573319.00,8115,06-09-2023
121573319.00,10655,07-09-2023
121573319.00,11018,08-09-2023
121573319.00,2482,08-09-2023
121573319.00,7064,11-09-2023
121573319.00,16200,15-09-2023
121573319.00,8500,17-09-2023
121573319.00,7000,18-09-2023
121573319.00,8500,20-09-2023
121573319.00,8500,21-09-2023
121573319.00,8500,24-09-2023
121573319.00,8500,28-09-2023
121573319.00,6732,29-09-2023
121573319.00,8500,02-10-2023
121573319.00,8500,08-10-2023
121573319.00,5198,19-10-2023
121573319.00,8500,23-10-2023
121573319.00,8500,21-11-2023
121573319.00,8500,22-11-2023
121573319.00,8500,23-11-2023
121573319.00,7689,27-11-2023
121573319.00,7680,28-11-2023
121573319.00,8500,29-11-2023
121573319.00,6355,05-12-2023
121573319.00,6000,11-12-2023
121573319.00,6000,12-12-2023
121573319.00,2820,13-12-2023
121573319.00,1012,14-12-2023
121573319.00,6000,18-12-2023
121573319.00,6000,19-12-2023
121573319.00,6000,23-12-2023
121573319.00,6000,27-12-2023
121573319.00,6000,28-12-2023
121573319.00,6000,29-12-2023
121573319.00,6000,30-12-2023
121573319.00,6000,05-01-2024
121573319.00,6000,06-01-2024
121573319.00,4184,10-01-2024
121573319.00,5107,17-01-2024
121573319.00,6000,20-01-2024
121573319.00,2500,03-02-2024
121573319.00,6000,05-02-2024
121573319.00,6000,08-02-2024
121573319.00,6000,12-02-2024
121573319.00,1500,09-03-2024
121573319.00,1500,14-03-2024
121573319.00,2400,16-03-2024
121573319.00,2400,17-03-2024
121573319.00,2400,19-03-2024
121573319.00,1800,28-03-2024
121573319.00,1800,29-03-2024
147099891.00,3000,30-07-2023
147099891.00,3000,31-07-2023
129553755.00,24500,28-07-2023
129553755.00,15000,01-08-2023
127056709.00,210,26-07-2023
127056709.00,11500,27-07-2023
127056709.00,11500,28-07-2023
127056709.00,2000,20-09-2023
127056709.00,2000,21-09-2023
127056709.00,2000,22-09-2023
127056709.00,2000,23-09-2023
127056709.00,2000,24-09-2023
127056709.00,2000,25-09-2023
127056709.00,2000,26-09-2023
127056709.00,2000,27-09-2023
127056709.00,2000,28-09-2023
127056709.00,2000,29-09-2023
127056709.00,2000,30-09-2023
127056709.00,2000,19-10-2023
109849158.00,45900,25-07-2023
109849158.00,22236,26-07-2023
109849158.00,22200,29-07-2023
109849158.00,5400,30-07-2023
109849158.00,5445,30-07-2023
109849158.00,5438,30-07-2023
109849158.00,5900,30-07-2023
109849158.00,8000,31-07-2023
109849158.00,17862,01-08-2023
109849158.00,4338,01-08-2023
109849158.00,21615,04-08-2023
109849158.00,20000,06-08-2023
109849158.00,655,06-08-2023
109849158.00,13457,08-08-2023
109849158.00,998,08-08-2023
109849158.00,6973,10-08-2023
109849158.00,17757,11-08-2023
109849158.00,7648,14-08-2023
109849158.00,7762,14-08-2023
109849158.00,20400,17-08-2023
127024459.00,70,25-07-2023
127024459.00,5000,28-07-2023
127024459.00,1800,01-08-2023
127024459.00,2500,18-08-2023
127024459.00,200,19-08-2023
127024459.00,200,20-08-2023
127024459.00,2000,22-08-2023
127024459.00,100,23-08-2023
127024459.00,2200,25-08-2023
127024459.00,301,28-08-2023
127024459.00,2000,11-09-2023
127024459.00,2000,12-09-2023
127024459.00,2000,13-09-2023
127024459.00,2000,14-09-2023
127024459.00,4000,18-10-2023
127024459.00,4500,19-10-2023
127024459.00,1499,22-12-2023
127024459.00,1499,10-01-2024
127024459.00,1499,31-01-2024
152080992.00,19000,26-07-2023
152080992.00,21400,01-08-2023
126129427.00,6000,29-07-2023
126129427.00,4300,31-07-2023
136720101.00,5224,28-07-2023
130582739.00,11500,15-09-2023
130582739.00,8000,13-10-2023
130582739.00,9200,16-10-2023
130582739.00,1000,22-11-2023
156539204.00,4800,27-07-2023
156539204.00,3600,31-07-2023
156539204.00,2009,03-08-2023
156539204.00,7000,19-08-2023
156539204.00,5000,24-08-2023
156539204.00,7000,29-08-2023
156539204.00,7000,31-08-2023
156539204.00,5000,11-09-2023
156539204.00,7000,15-09-2023
156539204.00,3074,26-09-2023
156539204.00,6500,30-09-2023
156539204.00,6500,29-11-2023
156539204.00,6500,30-11-2023
129453859.00,10000,30-07-2023
129453859.00,11200,26-08-2023
129453859.00,11200,29-08-2023
129453859.00,11200,31-08-2023
129453859.00,11200,01-09-2023
129453859.00,3500,06-09-2023
129453859.00,2015,07-09-2023
129453859.00,11000,14-09-2023
129453859.00,8688,16-09-2023
129453859.00,2512,16-09-2023
129453859.00,11200,17-09-2023
129453859.00,11200,18-09-2023
129453859.00,11200,19-09-2023
129453859.00,1652,20-09-2023
129453859.00,11200,24-09-2023
129453859.00,10013,28-09-2023
129453859.00,773,29-09-2023
129453859.00,11200,03-10-2023
129453859.00,11200,09-10-2023
129453859.00,4400,15-10-2023
129453859.00,2954,18-10-2023
129453859.00,11200,19-10-2023
129453859.00,1510,20-10-2023
129453859.00,4208,20-10-2023
129453859.00,11000,02-12-2023
129453859.00,11100,04-12-2023
129453859.00,1799,06-12-2023
129453859.00,1799,07-12-2023
129453859.00,1799,08-12-2023
129453859.00,1799,16-12-2023
129453859.00,1799,23-12-2023
129453859.00,1799,25-12-2023
129453859.00,1799,03-01-2024
129453859.00,1799,06-01-2024
129453859.00,1799,09-01-2024
129453859.00,200,10-01-2024
129453859.00,1799,18-01-2024
129453859.00,127,21-01-2024
129453859.00,1799,22-01-2024
129453859.00,1799,24-01-2024
129453859.00,536,27-01-2024
129453859.00,1799,05-02-2024
129453859.00,575,06-02-2024
129453859.00,1799,07-02-2024
129453859.00,11199,21-02-2024
129453859.00,9643,24-02-2024
129453859.00,2000,27-02-2024
129453859.00,11199,28-02-2024
129453859.00,11199,29-02-2024
129453859.00,11199,04-03-2024
129453859.00,11199,05-03-2024
129453859.00,11199,06-03-2024
129453859.00,11199,12-03-2024
129453859.00,2051,13-03-2024
129453859.00,11199,16-03-2024
129453859.00,11199,26-03-2024
129453859.00,11199,29-03-2024
129453859.00,2399,02-04-2024
129453859.00,2399,03-04-2024
129453859.00,2399,04-04-2024
129453859.00,11199,05-04-2024
129453859.00,11199,10-04-2024
129453859.00,7890,12-04-2024
129453859.00,11199,21-04-2024
129453859.00,11199,22-04-2024
129453859.00,6042,23-04-2024
129453859.00,11199,01-05-2024
129453859.00,1943,02-05-2024
129453859.00,11125,03-05-2024
129453859.00,9084,08-05-2024
129453859.00,11199,14-05-2024
129453859.00,11199,16-05-2024
129453859.00,11199,17-05-2024
129453859.00,10637,18-05-2024
129453859.00,11199,19-05-2024
129453859.00,11199,21-05-2024
129453859.00,1621,24-05-2024
129453859.00,3280,21-06-2024
155743923.00,7000,01-09-2023
155743923.00,7000,02-09-2023
155743923.00,7000,12-09-2023
155743923.00,7000,14-09-2023
155743923.00,7000,15-09-2023
155743923.00,2000,16-09-2023
155743923.00,7000,19-09-2023
155743923.00,6393,22-09-2023
155743923.00,3100,23-09-2023
155743923.00,1240,23-09-2023
155743923.00,7000,24-09-2023
155743923.00,7000,25-09-2023
155743923.00,7000,02-10-2023
155743923.00,7000,03-10-2023
155743923.00,6999,06-10-2023
155743923.00,7000,09-10-2023
155743923.00,7000,10-10-2023
155743923.00,7000,16-10-2023
155743923.00,7000,17-10-2023
155743923.00,7000,18-10-2023
155743923.00,7000,20-10-2023
155743923.00,7000,23-10-2023
155743923.00,7000,02-12-2023
155743923.00,7000,05-12-2023
155743923.00,6342,06-12-2023
155743923.00,7000,07-12-2023
155743923.00,7000,11-12-2023
155743923.00,6988,11-12-2023
155743923.00,7000,17-12-2023
155743923.00,7000,20-12-2023
155743923.00,7000,22-12-2023
155743923.00,7000,28-12-2023
155743923.00,7000,30-12-2023
155743923.00,7000,31-12-2023
155743923.00,3000,05-01-2024
155743923.00,7000,06-01-2024
155743923.00,7000,07-01-2024
155743923.00,7000,08-01-2024
155743923.00,7000,11-01-2024
155743923.00,7000,13-01-2024
155743923.00,7000,15-01-2024
155743923.00,7000,17-01-2024
155743923.00,7000,19-01-2024
155743923.00,7000,21-01-2024
155743923.00,7000,25-01-2024
155743923.00,1550,27-01-2024
155743923.00,1010,30-01-2024
155743923.00,7000,31-01-2024
155743923.00,7000,06-02-2024
155743923.00,7000,07-02-2024
155743923.00,7000,08-02-2024
155743923.00,7000,12-02-2024
155743923.00,7000,17-02-2024
155743923.00,7000,22-02-2024
155743923.00,7000,29-02-2024
155743923.00,7000,05-03-2024
155743923.00,7000,06-03-2024
155743923.00,7000,07-03-2024
155743923.00,7000,08-03-2024
155743923.00,7000,15-03-2024
155743923.00,7000,25-03-2024
155743923.00,7000,27-03-2024
155743923.00,7000,28-03-2024
155743923.00,7000,03-04-2024
155743923.00,7000,04-04-2024
155743923.00,7000,05-04-2024
155743923.00,7000,08-04-2024
155743923.00,7000,24-04-2024
155743923.00,7000,25-04-2024
155743923.00,7000,26-04-2024
155743923.00,1000,08-05-2024
155743923.00,7000,09-05-2024
155743923.00,7000,10-05-2024
155743923.00,7000,11-05-2024
155743923.00,7000,12-05-2024
155743923.00,7000,16-05-2024
155743923.00,500,21-05-2024
155743923.00,500,21-05-2024
155743923.00,3650,22-05-2024
155743923.00,7000,23-05-2024
155743923.00,7000,24-05-2024
155743923.00,7000,01-06-2024
155743923.00,7000,02-06-2024
155743923.00,7000,04-06-2024
155743923.00,7000,27-06-2024
155743923.00,7000,30-06-2024
155743923.00,7000,11-07-2024
155743923.00,7000,12-07-2024
115516643.00,7000,30-07-2023
115516643.00,3000,22-09-2023
129077642.00,5000,14-09-2023
129077642.00,6000,19-09-2023
129077642.00,6000,20-09-2023
129077642.00,6000,26-09-2023
129077642.00,6000,14-10-2023
129077642.00,4500,10-07-2024
148229109.00,14000,01-08-2023
148229109.00,6600,08-08-2023
148229109.00,5500,01-09-2023
148229109.00,3000,02-09-2023
148229109.00,7800,12-09-2023
148229109.00,7800,13-09-2023
148229109.00,7800,14-09-2023
148229109.00,7800,15-09-2023
148229109.00,6000,25-09-2023
148229109.00,4735,25-09-2023
148229109.00,6000,26-09-2023
148229109.00,4999,28-09-2023
148229109.00,6000,29-09-2023
148229109.00,6000,01-10-2023
148229109.00,4891,03-10-2023
148229109.00,5000,09-10-2023
148229109.00,6000,10-10-2023
148229109.00,6000,11-10-2023
148229109.00,6000,12-10-2023
148229109.00,6000,13-10-2023
148229109.00,6000,21-11-2023
148229109.00,1000,23-11-2023
148229109.00,6000,28-11-2023
148229109.00,964,29-11-2023
148229109.00,5925,30-11-2023
148229109.00,2000,01-12-2023
148229109.00,5999,02-12-2023
148229109.00,500,11-12-2023
148229109.00,4300,11-12-2023
148229109.00,4800,14-12-2023
148229109.00,823,22-12-2023
148229109.00,2100,26-12-2023
148229109.00,1600,26-12-2023
148229109.00,4800,30-12-2023
148229109.00,3000,01-01-2024
148229109.00,4800,03-01-2024
148229109.00,2900,08-01-2024
148229109.00,1050,10-01-2024
148229109.00,3700,10-01-2024
148229109.00,4800,15-01-2024
148229109.00,510,19-01-2024
148229109.00,100,29-01-2024
148229109.00,4800,01-02-2024
148229109.00,4800,05-02-2024
148229109.00,4800,10-02-2024
148229109.00,3500,15-02-2024
148229109.00,3500,16-02-2024
148229109.00,6100,16-02-2024
148229109.00,2500,21-02-2024
148229109.00,4000,21-02-2024
148229109.00,1000,05-03-2024
148229109.00,1000,07-03-2024
148229109.00,4200,15-03-2024
148229109.00,3600,25-03-2024
148229109.00,3600,27-03-2024
148229109.00,3000,03-04-2024
148229109.00,7800,15-04-2024
148229109.00,2800,16-04-2024
148229109.00,4200,20-04-2024
148229109.00,2800,24-04-2024
148229109.00,3000,29-04-2024
148229109.00,2400,03-05-2024
148229109.00,2400,04-05-2024
148229109.00,3600,24-05-2024
148229109.00,2700,28-05-2024
148229109.00,2700,28-05-2024
148229109.00,5400,29-05-2024
148229109.00,3600,05-06-2024
148229109.00,5400,08-06-2024
148229109.00,5400,12-06-2024
148229109.00,3600,19-06-2024
148229109.00,3500,19-06-2024
148229109.00,2800,20-06-2024
148229109.00,800,20-06-2024
148229109.00,500,02-07-2024
148229109.00,2400,03-07-2024
148229109.00,2400,05-07-2024
148229109.00,2000,08-07-2024
148229109.00,2000,09-07-2024
138139134.00,1000,11-08-2023
138139134.00,1000,11-08-2023
138139134.00,1000,11-08-2023
138139134.00,200,11-08-2023
117913182.00,7000,08-08-2023
117913182.00,7000,27-09-2023
117913182.00,7000,13-10-2023
117913182.00,7000,17-10-2023
118521945.00,10800,12-09-2023
118521945.00,10800,13-09-2023
118521945.00,10800,14-09-2023
118521945.00,10800,15-09-2023
118521945.00,6000,26-09-2023
118521945.00,4471,27-09-2023
118521945.00,6000,01-10-2023
118521945.00,6000,02-10-2023
118521945.00,6000,03-10-2023
118521945.00,6000,18-10-2023
118521945.00,6000,19-10-2023
118521945.00,14400,15-12-2023
118521945.00,14000,22-12-2023
118521945.00,14400,23-12-2023
118521945.00,14400,27-12-2023
118521945.00,12600,06-04-2024
118521945.00,10200,27-04-2024
118521945.00,10200,29-04-2024
118521945.00,12000,01-05-2024
118521945.00,12000,02-05-2024
118521945.00,12000,18-05-2024
118521945.00,12000,19-05-2024
118521945.00,12000,21-05-2024
118521945.00,12000,22-05-2024
118521945.00,12000,23-05-2024
118521945.00,12000,24-05-2024
118521945.00,10800,01-06-2024
118521945.00,10800,02-06-2024
118521945.00,10800,03-06-2024
148994469.00,6600,07-09-2023
148994469.00,6600,08-09-2023
148994469.00,8400,14-09-2023
148994469.00,5400,13-10-2023
148994469.00,5000,14-12-2023
148994469.00,527,14-12-2023
148994469.00,4459,19-12-2023
148994469.00,6500,28-12-2023
148994469.00,6500,29-12-2023
147615261.00,4834,03-08-2023
147615261.00,5000,11-08-2023
147615261.00,5000,12-08-2023
147615261.00,5000,13-08-2023
147615261.00,5000,15-08-2023
147615261.00,5500,17-08-2023
147615261.00,4000,26-08-2023
122092364.00,25000,05-08-2023
122092364.00,19000,08-08-2023
122092364.00,12000,11-08-2023
122092364.00,14000,11-08-2023
122092364.00,22000,16-08-2023
122092364.00,24000,19-08-2023
122092364.00,10000,25-08-2023
122092364.00,24000,26-08-2023
122092364.00,24000,28-08-2023
122092364.00,24000,29-08-2023
122092364.00,17000,13-09-2023
122092364.00,20000,14-09-2023
122092364.00,5000,19-09-2023
122092364.00,9000,19-09-2023
122092364.00,14000,21-09-2023
122092364.00,2500,23-09-2023
122092364.00,14000,24-09-2023
122092364.00,5000,28-09-2023
122092364.00,9000,28-09-2023
122092364.00,2000,29-09-2023
122092364.00,13000,30-09-2023
122092364.00,3000,01-10-2023
122092364.00,2000,09-10-2023
122092364.00,4000,11-10-2023
122092364.00,500,17-10-2023
146649343.00,1000,04-08-2023
146649343.00,4200,03-09-2023
146649343.00,3600,12-09-2023
125312782.00,5500,14-10-2023
125312782.00,1000,20-11-2023
125312782.00,15000,27-11-2023
125312782.00,5500,03-12-2023
125312782.00,8000,04-12-2023
125312782.00,8400,10-12-2023
125312782.00,8400,22-01-2024
125312782.00,40500,23-02-2024
125312782.00,100000,13-03-2024
125312782.00,70200,01-04-2024
125312782.00,100000,09-04-2024
125312782.00,100000,11-04-2024
125312782.00,100000,12-04-2024
125312782.00,5000,17-04-2024
125312782.00,16200,03-05-2024
125312782.00,16200,06-05-2024
125312782.00,100000,10-05-2024
125312782.00,10000,23-05-2024
125312782.00,1000,29-05-2024
125312782.00,10700,30-05-2024
125312782.00,35000,07-06-2024
125312782.00,30000,12-06-2024
125312782.00,71000,13-06-2024
125312782.00,100000,19-06-2024
125312782.00,15000,07-07-2024
125312782.00,37200,18-07-2024
125486396.00,7200,12-09-2023
125486396.00,7200,13-09-2023
125486396.00,7200,14-09-2023
125486396.00,15600,16-09-2023
125486396.00,15600,17-09-2023
125486396.00,15600,18-09-2023
125486396.00,15600,19-09-2023
125486396.00,15600,20-09-2023
125486396.00,15600,22-09-2023
125486396.00,15600,23-09-2023
125486396.00,15600,07-10-2023
125486396.00,15600,28-11-2023
125486396.00,2000,27-01-2024
125486396.00,2000,02-05-2024
125486396.00,1500,22-05-2024
125486396.00,2400,13-06-2024
115274099.00,49999,27-08-2023
115274099.00,83000,10-09-2023
115274099.00,100000,15-09-2023
115274099.00,15000,18-09-2023
115274099.00,81100,19-09-2023
115274099.00,82000,28-09-2023
115274099.00,13000,29-09-2023
115274099.00,11000,04-10-2023
115274099.00,75000,06-10-2023
115274099.00,39500,09-10-2023
115274099.00,8000,17-10-2023
125032230.00,5000,06-08-2023
125032230.00,100,17-08-2023
125032230.00,1800,12-09-2023
155845927.00,2000,08-08-2023
155845927.00,95000,08-08-2023
147291105.00,25000,07-08-2023
147291105.00,25000,08-08-2023
147291105.00,9600,26-08-2023
147291105.00,8500,02-09-2023
147291105.00,8500,03-09-2023
147291105.00,17999,13-09-2023
147291105.00,18000,14-09-2023
147291105.00,18000,15-09-2023
147291105.00,17400,22-09-2023
147291105.00,17400,23-09-2023
147291105.00,17400,24-09-2023
147291105.00,17400,25-09-2023
148783912.00,10000,08-05-2024
148783912.00,10000,15-05-2024
148783912.00,7000,22-06-2024
148783912.00,7000,26-06-2024
148783912.00,9973,02-07-2024
148783912.00,10000,04-07-2024
156378945.00,1477,29-08-2023
156378945.00,2400,01-09-2023
156378945.00,600,02-09-2023
156378945.00,1500,04-09-2023
156378945.00,500,06-09-2023
156378945.00,2500,09-09-2023
156378945.00,4200,12-09-2023
156378945.00,3000,14-09-2023
156378945.00,3000,16-09-2023
156378945.00,3400,18-09-2023
156378945.00,1000,24-09-2023
156378945.00,1700,25-09-2023
156378945.00,450,28-09-2023
156378945.00,5000,04-10-2023
156378945.00,600,06-10-2023
156378945.00,1500,07-10-2023
156378945.00,3000,17-10-2023
156378945.00,1400,18-10-2023
156378945.00,5000,20-11-2023
156378945.00,1000,22-11-2023
156378945.00,500,22-11-2023
156378945.00,400,23-11-2023
156378945.00,100,23-11-2023
156378945.00,100,23-11-2023
156378945.00,1500,24-11-2023
156378945.00,2500,25-11-2023
156378945.00,3500,27-11-2023
156378945.00,500,29-11-2023
156378945.00,1000,30-11-2023
156378945.00,100,01-12-2023
156378945.00,200,15-02-2024
156378945.00,200,23-02-2024
156378945.00,700,29-02-2024
156378945.00,700,29-02-2024
